Stimulus,Timestamp,x,y
I04P1R4,1518614214000,3,0
I04P1R4,1518614215788,2,0
I04P1R4,1518614216501,3,0
I04P1R4,1518614216799,4,0
I04P1R4,1518614217097,3,0
I02P1R1,1518614224766,1,3
I02P1R1,1518614224771,2,3
I02P1R1,1518614225477,3,3
I02P1R1,1518614227847,2,3
I02P1R1,1518614228677,3,3
I02P1R1,1518614229016,2,3
I09P1R4,1518614237903,1,3
I02P2R1,1518614245551,3,0
I02P2R1,1518614247061,2,0
I02P2R1,1518614247757,3,0
I02P2R1,1518614247942,2,0
I02P2R1,1518614248121,3,0
I02P2R1,1518614248403,2,0
I10P2R2,1518614256715,1,2
I10P2R2,1518614257468,2,2
I10P2R2,1518614257897,3,2
I10P2R2,1518614258143,2,2
I10P2R2,1518614259339,3,2
I10P2R2,1518614259454,4,2
I10P2R2,1518614259620,3,2
I10P2R2,1518614261512,2,2
I02P1R3,1518614272044,0,3
I02P1R3,1518614272860,1,3
I09P1R1,1518614281619,2,1
I09P1R1,1518614281752,1,1
I10P1R3,1518614288242,3,2
I10P1R3,1518614288655,4,2
I10P1R3,1518614289119,3,2
I10P1R3,1518614289236,2,2
I10P1R3,1518614289335,1,2
I10P1R3,1518614289435,0,2
I10P1R3,1518614289784,1,2
I10P1R3,1518614290148,2,2
I10P1R3,1518614290206,1,2
I10P1R3,1518614291712,2,2
I02P2R3,1518614304999,2,0
I02P2R3,1518614305216,1,0
I02P2R3,1518614305448,2,0
I02P2R3,1518614305650,3,0
I02P2R3,1518614306034,2,0
I02P2R3,1518614306542,1,0
I02P2R3,1518614306708,0,0
I02P2R3,1518614306827,1,0
I02P2R3,1518614306991,0,0
I02P2R3,1518614308052,1,0
I02P2R3,1518614308451,2,0
I02P2R3,1518614309114,1,0
I10P1R2,1518614315491,1,0
I10P1R2,1518614315803,2,0
I04P2R1,1518614322886,1,5
I04P2R1,1518614323419,2,5
I04P2R1,1518614323634,3,5
I04P2R1,1518614323948,2,5
I04P2R1,1518614324063,1,5
I04P2R1,1518614324230,0,5
I04P2R1,1518614324469,1,5
I04P2R1,1518614324610,2,5
I04P2R1,1518614324630,1,5
I04P2R1,1518614324909,2,5
I04P2R1,1518614325459,1,5
I01P2R1,1518614330070,2,5
I01P2R1,1518614330385,1,5
I01P2R1,1518614330651,2,5
I01P2R1,1518614331164,3,5
I01P2R1,1518614332383,2,5
I01P2R1,1518614332498,3,5
I01P2R1,1518614332775,2,5
I04P2R3,1518614335910,1,5
I04P2R3,1518614335926,2,5
I04P2R3,1518614335975,3,5
I04P2R3,1518614336126,4,5
I04P2R3,1518614336209,4,0
I04P2R3,1518614336266,3,0
I04P2R3,1518614336324,3,1
I04P2R3,1518614336741,3,0
I04P2R3,1518614337090,2,0
I04P2R3,1518614337340,1,0
I04P2R3,1518614337439,0,0
I04P2R3,1518614337704,1,0
I04P2R3,1518614337787,2,0
I04P2R3,1518614338102,3,0
I04P2R3,1518614338204,2,0
I04P2R3,1518614338467,1,0
I09P1R3,1518614345006,1,0
I09P1R3,1518614345102,2,0
I09P1R3,1518614345285,1,0
I09P1R3,1518614345467,0,0
I01P2R4,1518614349764,0,0
I01P2R4,1518614350875,1,0
I01P2R4,1518614351129,0,0
I02P1R2,1518614356849,1,0
I02P1R2,1518614356948,2,0
I02P1R2,1518614357050,3,0
I02P1R2,1518614357403,4,0
I02P1R2,1518614357579,3,0
I02P1R2,1518614357960,4,0
I02P1R2,1518614359239,5,0
I02P1R2,1518614360070,4,0
I01P1R4,1518614370355,3,5
I01P1R4,1518614370620,2,5
I09P2R3,1518614379807,2,0
I09P2R3,1518614379844,1,0
I09P2R3,1518614379977,0,0
I09P2R3,1518614379994,1,0
I09P2R3,1518614380143,2,0
I09P2R3,1518614380244,3,0
I09P2R3,1518614380989,2,0
I09P2R3,1518614381222,3,0
I01P1R1,1518614390815,2,0
I01P1R1,1518614391433,3,0
I09P2R2,1518614397985,3,0
I09P2R2,1518614398433,2,0
I09P2R2,1518614398862,3,0
I09P2R2,1518614398992,4,0
I09P2R2,1518614399374,3,0
I09P2R2,1518614399639,2,0
I09P2R2,1518614399755,3,0
I09P2R2,1518614400818,4,0
I02P2R2,1518614407869,0,8
I02P2R2,1518614408499,1,8
I02P2R2,1518614408665,2,8
I02P2R2,1518614408964,1,8
I02P2R2,1518614409098,2,8
I02P2R2,1518614409860,3,8
I02P2R2,1518614410539,2,8
I04P1R3,1518614415484,3,8
I09P2R1,1518614423284,3,0
I09P2R1,1518614424031,2,0
I09P2R1,1518614424678,3,0
I09P2R1,1518614424826,4,0
I09P2R1,1518614424945,5,0
I09P2R1,1518614425110,4,0
I09P2R1,1518614425192,3,0
I09P2R1,1518614425259,2,0
I09P2R1,1518614425360,1,0
I09P2R1,1518614425492,2,0
I01P1R3,1518614429461,2,0
I01P1R3,1518614429469,3,0
I01P1R3,1518614429581,4,0
I01P1R3,1518614429657,3,0
I01P1R3,1518614430999,4,0
I01P1R3,1518614431148,5,0
I01P1R3,1518614431363,4,0
I01P1R3,1518614431678,3,0
I01P1R3,1518614431897,2,0
I09P1R2,1518614436258,3,0
I09P1R2,1518614436574,2,0
I09P1R2,1518614436839,1,0
I09P1R2,1518614436922,2,0
I09P1R2,1518614437737,1,0
I09P1R2,1518614437984,2,0
I09P1R2,1518614438167,3,0
I09P1R2,1518614439311,4,0
I09P1R2,1518614439692,3,0
I09P1R2,1518614440706,4,0
I09P1R2,1518614440909,3,0
I10P2R3,1518614446423,2,0
I10P2R3,1518614447027,3,0
I10P2R3,1518614447178,2,0
I10P2R3,1518614447415,3,0
I10P2R3,1518614448189,4,0
I10P2R3,1518614448554,3,0
I10P2R3,1518614448688,2,0
I10P2R3,1518614448885,3,0
I10P2R3,1518614451506,4,0
I02P2R4,1518614459345,2,0
I02P2R4,1518614459354,1,0
I02P2R4,1518614459366,0,0
I02P2R4,1518614459637,1,0
I02P2R4,1518614459786,2,0
I02P2R4,1518614460035,3,0
I02P2R4,1518614460565,2,0
I02P2R4,1518614460930,3,0
I02P2R4,1518614461096,2,0
I02P2R4,1518614461481,3,0
I02P2R4,1518614461596,4,0
I02P2R4,1518614461996,3,0
I02P2R4,1518614462476,2,0
I10P2R1,1518614468031,0,2
I10P2R1,1518614468330,1,2
I10P2R1,1518614469609,2,2
I01P1R2,1518614473863,1,2
I01P1R2,1518614474140,2,2
I01P1R2,1518614474719,1,2
I04P1R2,1518614478883,2,2
I01P2R3,1518614488522,2,2
I01P2R3,1518614489335,1,2
I10P1R1,1518614512067,1,0
