Stimulus,Timestamp,x,y
I10P1R4,1518602995318,7,0
I10P1R4,1518602995782,6,0
I10P1R4,1518602998406,7,0
I10P1R4,1518602998573,6,0
I10P1R4,1518602998751,7,0
I10P1R4,1518602999083,8,0
I10P1R4,1518603000513,7,0
I10P1R4,1518603000892,8,0
I10P1R4,1518603000914,7,0
I04P1R4,1518603011679,8,1
I04P1R4,1518603013087,7,1
I04P1R4,1518603013188,6,1
I04P1R4,1518603013319,5,1
I04P1R4,1518603013985,6,1
I04P1R4,1518603014201,7,1
I04P1R3,1518603036601,7,2
I04P1R3,1518603036832,8,2
I04P1R3,1518603038938,7,2
I04P1R3,1518603039071,6,2
I04P1R3,1518603039885,7,2
I04P1R3,1518603040088,8,2
I04P1R3,1518603040681,8,0
I04P1R3,1518603040981,8,1
I04P1R3,1518603041163,8,2
I04P1R3,1518603041645,8,1
I04P1R3,1518603041745,8,0
I02P2R3,1518603049729,8,1
I02P2R3,1518603049878,8,0
I02P2R3,1518603050371,8,1
I02P2R3,1518603050454,8,2
I02P2R3,1518603050588,8,3
I02P2R3,1518603050686,8,2
I02P2R3,1518603051184,8,1
I02P2R3,1518603051252,8,0
I01P1R2,1518603071046,7,0
I01P1R2,1518603071659,8,0
I01P1R2,1518603071995,7,0
I01P1R2,1518603072125,8,0
I01P1R2,1518603074546,7,0
I01P1R2,1518603074667,6,0
I01P1R2,1518603074747,5,0
I01P1R2,1518603074995,6,0
I01P1R2,1518603075043,7,0
I01P1R2,1518603075095,8,0
I01P1R2,1518603077200,8,1
I01P1R2,1518603077235,8,2
I01P1R2,1518603077303,8,3
I01P1R2,1518603077353,8,4
I01P1R2,1518603077419,8,5
I01P1R2,1518603077500,8,6
I01P1R2,1518603077567,8,7
I01P1R2,1518603077651,8,8
I01P1R2,1518603077831,7,7
I01P1R2,1518603077901,6,6
I01P1R2,1518603077964,6,5
I01P1R2,1518603077997,5,5
I01P1R2,1518603078015,5,4
I01P1R2,1518603078080,5,3
I01P1R2,1518603078164,5,2
I01P1R2,1518603078248,5,1
I01P1R2,1518603078313,5,0
I01P1R2,1518603078729,6,0
I02P2R4,1518603088950,6,0
I02P2R4,1518603089186,7,0
I09P1R1,1518603096862,7,0
I09P1R1,1518603098920,8,0
I09P1R1,1518603098936,7,0
I01P2R4,1518603111845,8,0
I01P2R4,1518603113638,7,0
I01P2R4,1518603114037,6,0
I01P2R4,1518603114484,5,0
I01P2R4,1518603114667,6,0
I01P2R4,1518603114732,7,0
I01P2R4,1518603114766,8,0
I02P1R2,1518603123496,8,1
I04P2R4,1518603128371,8,2
I04P2R4,1518603128468,8,7
I04P2R4,1518603129384,8,8
I04P2R4,1518603129418,8,7
I04P2R4,1518603129467,8,6
I04P2R4,1518603129485,8,5
I04P2R4,1518603129535,8,4
I04P2R4,1518603129567,8,3
I04P2R4,1518603129670,8,2
I04P2R4,1518603130084,8,3
I04P2R4,1518603130216,8,4
I04P2R4,1518603130468,8,5
I04P2R4,1518603130597,8,6
I04P2R4,1518603130748,8,5
I04P2R4,1518603130833,8,6
I04P2R4,1518603130998,8,5
I04P2R4,1518603131079,8,4
I04P2R4,1518603131171,8,3
I04P2R4,1518603131546,8,4
I04P2R4,1518603131610,8,5
I04P2R4,1518603131692,8,6
I04P2R4,1518603131809,8,7
I04P2R4,1518603132205,8,6
I04P2R4,1518603132438,8,5
I04P2R4,1518603133035,8,4
I04P2R4,1518603133783,8,3
I04P2R4,1518603134097,8,2
I04P2R4,1518603134265,8,1
I04P2R4,1518603135493,8,2
I04P2R4,1518603135806,8,1
I04P2R4,1518603138379,8,0
I02P1R1,1518603144350,8,3
I02P1R1,1518603144635,8,4
I02P1R1,1518603144684,8,3
I02P1R1,1518603144915,8,4
I02P1R1,1518603145083,8,3
I02P1R1,1518603145219,8,2
I02P1R1,1518603145264,8,1
I02P1R1,1518603145331,8,0
I02P1R1,1518603146497,8,1
I02P1R1,1518603146757,8,2
I02P1R1,1518603147985,8,1
I04P1R2,1518603153626,8,1
I04P1R2,1518603153894,8,2
I04P1R2,1518603154025,8,3
I04P1R2,1518603154226,8,4
I04P1R2,1518603154804,8,3
I04P1R2,1518603155237,8,2
I04P1R2,1518603155387,8,3
I04P1R2,1518603158387,8,2
I04P1R2,1518603158519,8,1
I04P1R2,1518603158573,8,0
I04P1R2,1518603161875,7,0
I04P1R2,1518603162104,6,0
