Stimulus,Timestamp,x,y
I09P2R4,1518440943393,4,8
I09P2R4,1518440943408,4,6
I09P2R4,1518440943441,5,6
I09P2R4,1518440943457,5,5
I09P2R4,1518440943491,6,5
I09P2R4,1518440943557,7,5
I09P2R4,1518440943613,8,5
I09P2R4,1518440943945,8,4
I09P2R4,1518440944021,8,3
I09P2R4,1518440944076,8,2
I09P2R4,1518440944138,8,1
I09P2R4,1518440944190,8,0
I09P2R4,1518440944304,7,0
I09P2R4,1518440944387,6,0
I09P2R4,1518440944554,5,0
I09P2R4,1518440944934,4,0
I09P2R4,1518440945084,5,0
I09P2R4,1518440945714,4,0
I09P2R4,1518440945864,3,0
I09P2R4,1518440946156,4,0
I04P1R2,1518440950968,1,0
I04P1R2,1518440951903,0,0
I04P1R2,1518440951919,1,0
I04P1R2,1518440951970,2,0
I04P1R2,1518440952020,3,0
I04P1R2,1518440952069,4,0
I04P1R2,1518440952102,5,0
I04P1R2,1518440952152,6,0
I04P1R2,1518440952219,7,0
I04P1R2,1518440952270,8,0
I04P1R2,1518440954642,7,0
I04P1R2,1518440954657,6,0
I04P1R2,1518440954674,5,0
I04P1R2,1518440954696,4,0
I04P1R2,1518440954710,3,0
I04P1R2,1518440954724,2,0
I04P1R2,1518440954757,1,0
I04P1R2,1518440954773,0,0
I04P1R2,1518440955006,0,1
I04P1R2,1518440956751,0,0
I04P1R2,1518440958778,1,0
I04P1R2,1518440958809,2,0
I04P1R2,1518440958839,3,0
I04P1R2,1518440958873,4,0
I04P1R2,1518440958906,5,0
I04P1R2,1518440958955,6,0
I04P1R2,1518440958990,7,0
I04P1R2,1518440959022,8,0
I04P1R2,1518440960401,8,1
I04P1R2,1518440960600,7,1
I04P1R2,1518440960771,6,2
I04P1R2,1518440960947,5,1
I04P1R2,1518440961629,5,0
I04P1R2,1518440962438,4,0
I01P2R1,1518440971916,2,0
I01P2R1,1518440971930,3,1
I01P2R1,1518440971980,4,1
I01P2R1,1518440971996,4,2
I01P2R1,1518440972012,5,2
I01P2R1,1518440972086,6,2
I01P2R1,1518440972162,6,1
I01P2R1,1518440972312,6,0
I01P2R1,1518440972429,7,0
I01P2R1,1518440972594,8,0
I01P2R1,1518440973290,7,0
I01P2R1,1518440973340,6,0
I01P2R1,1518440973407,5,0
I01P2R1,1518440973441,4,0
I01P2R1,1518440973489,3,0
