Stimulus,Timestamp,x,y
I01P2R2,1518171222120,4,0
I01P2R2,1518171222338,5,0
I01P2R2,1518171222537,4,0
I01P2R2,1518171223012,5,0
I01P2R2,1518171223253,6,0
I01P2R2,1518171223367,7,0
I01P2R2,1518171223401,7,1
I01P2R2,1518171223432,7,2
I01P2R2,1518171223483,7,3
I01P2R2,1518171223532,7,4
I01P2R2,1518171223599,7,5
I01P2R2,1518171223767,7,6
I01P2R2,1518171223784,7,5
I01P2R2,1518171223996,7,4
I01P2R2,1518171224196,7,3
I01P2R2,1518171224263,7,2
I01P2R2,1518171224314,7,1
I01P2R2,1518171224364,7,0
I01P2R2,1518171224994,6,0
I01P2R2,1518171225654,5,0
I01P2R2,1518171225853,4,0
I01P2R2,1518171225952,3,0
I01P2R2,1518171226168,4,0
I01P2R2,1518171226269,5,0
I01P2R2,1518171226369,6,0
I01P2R2,1518171226467,7,1
I01P2R2,1518171226500,7,2
I01P2R2,1518171226552,7,3
I01P2R2,1518171226559,7,4
I01P2R2,1518171226600,7,5
I01P2R2,1518171226616,7,6
I01P2R2,1518171226634,8,7
I01P2R2,1518171226667,8,8
I01P2R2,1518171227034,8,7
I01P2R2,1518171227080,8,6
I01P2R2,1518171227117,8,5
I01P2R2,1518171227136,8,4
I01P2R2,1518171227167,8,3
I01P2R2,1518171227197,8,2
I01P2R2,1518171227233,8,1
I01P2R2,1518171227263,8,0
I01P2R2,1518171228467,8,1
I01P2R2,1518171228558,8,2
I01P2R2,1518171228757,8,1
I01P2R2,1518171228948,8,0
I01P2R2,1518171229709,7,0
I01P2R2,1518171229743,6,0
I01P2R2,1518171229759,5,0
I01P2R2,1518171229807,4,0
I01P2R2,1518171229836,3,0
I01P2R2,1518171229884,2,0
I01P2R2,1518171229954,1,0
I01P2R2,1518171230002,0,0
I01P2R2,1518171230748,1,0
I01P2R2,1518171230798,2,0
I01P2R2,1518171230896,3,0
I01P2R2,1518171231013,4,0
I01P2R2,1518171231165,5,0
I01P2R2,1518171231495,4,0
I01P2R2,1518171231615,5,0
I02P2R1,1518171237601,4,0
I02P2R1,1518171237981,5,0
I02P2R1,1518171238313,6,0
I02P2R1,1518171238382,7,0
I02P2R1,1518171238446,8,0
I02P2R1,1518171241620,7,0
I02P2R1,1518171241636,6,0
I02P2R1,1518171241672,5,0
I02P2R1,1518171241683,4,0
I02P2R1,1518171241715,3,0
I02P2R1,1518171241747,2,0
I02P2R1,1518171241780,1,0
I02P2R1,1518171241813,0,0
I02P2R1,1518171249296,1,0
I02P2R1,1518171249312,2,0
I02P2R1,1518171249347,3,0
I02P2R1,1518171249364,4,0
I02P2R1,1518171249396,5,0
I02P2R1,1518171249412,6,0
I02P2R1,1518171249448,7,0
I02P2R1,1518171249478,8,0
I02P2R1,1518171255719,7,0
I02P2R1,1518171256004,6,0
I02P2R1,1518171257079,5,0
I02P2R1,1518171257460,4,0
I02P2R1,1518171257657,3,0
I02P2R1,1518171258736,4,0
I01P1R3,1518171261999,5,0
I01P1R3,1518171262206,4,0
I01P1R3,1518171262818,5,0
I01P1R3,1518171263100,6,0
I01P1R3,1518171263566,7,0
I01P1R3,1518171263815,7,1
I01P1R3,1518171263912,8,1
I01P1R3,1518171263946,8,0
I01P1R3,1518171265970,7,0
I01P1R3,1518171266005,6,0
I01P1R3,1518171266036,5,0
I01P1R3,1518171266087,4,0
I01P1R3,1518171266139,3,0
I01P1R3,1518171266186,2,0
I01P1R3,1518171266236,1,0
I01P1R3,1518171266329,0,0
I01P1R3,1518171270038,1,0
I01P1R3,1518171270152,2,0
I01P1R3,1518171270251,3,0
I01P1R3,1518171270336,4,0
I01P1R3,1518171270418,5,0
I01P1R3,1518171270486,6,0
I01P1R3,1518171270538,7,0
I01P1R3,1518171270584,8,0
I01P1R3,1518171271579,7,0
I01P1R3,1518171271632,6,0
I01P1R3,1518171271703,5,0
I01P1R3,1518171271765,4,0
I01P1R3,1518171271864,3,0
I01P1R3,1518171272229,4,0
I01P1R3,1518171272362,5,0
I01P1R3,1518171272425,6,0
I01P1R3,1518171272510,7,0
I01P1R3,1518171272576,8,0
I04P1R1,1518171279414,3,3
I04P1R1,1518171279611,4,3
I04P1R1,1518171280142,5,3
I04P1R1,1518171280292,6,3
I04P1R1,1518171280557,7,3
I04P1R1,1518171280704,8,3
I04P1R1,1518171282031,7,3
I04P1R1,1518171282098,6,3
I04P1R1,1518171282164,5,3
I04P1R1,1518171282233,4,3
I04P1R1,1518171282297,3,3
I04P1R1,1518171282363,2,3
I04P1R1,1518171282430,1,3
I04P1R1,1518171282496,0,3
I04P1R1,1518171283325,1,3
I04P1R1,1518171283392,2,3
I04P1R1,1518171283442,3,3
I04P1R1,1518171283492,4,3
I04P1R1,1518171283558,5,3
I04P1R1,1518171284006,4,3
I04P1R1,1518171284569,3,3
I04P1R1,1518171286676,4,3
I04P1R1,1518171287008,5,3
I04P1R1,1518171287190,6,3
I04P1R1,1518171288617,5,3
