Stimulus,Timestamp,x,y
I09P1R2,1518536212032,3,0
I09P1R2,1518536212145,2,0
I09P1R2,1518536212224,1,0
I09P1R2,1518536212274,0,0
I09P1R2,1518536214581,1,0
I09P1R2,1518536214664,2,0
I09P1R2,1518536214763,3,0
I09P1R2,1518536214847,4,0
I09P1R2,1518536214914,5,0
I09P1R2,1518536214963,6,0
I09P1R2,1518536215028,7,0
I09P1R2,1518536215094,8,0
I09P1R2,1518536216024,8,1
I09P1R2,1518536216143,8,2
I09P1R2,1518536216290,8,3
I09P1R2,1518536216341,7,3
I09P1R2,1518536216358,7,4
I09P1R2,1518536216407,6,4
I09P1R2,1518536216425,6,5
I09P1R2,1518536216475,6,6
I09P1R2,1518536216491,5,6
I09P1R2,1518536216541,5,7
I09P1R2,1518536216558,4,7
I09P1R2,1518536216609,4,8
I09P1R2,1518536216626,3,8
I09P1R2,1518536216689,2,8
I09P1R2,1518536216756,1,8
I09P1R2,1518536216839,0,8
I09P1R2,1518536217253,0,7
I09P1R2,1518536217285,0,6
I09P1R2,1518536217318,0,5
I09P1R2,1518536217336,0,4
I09P1R2,1518536217368,0,3
I09P1R2,1518536217421,0,2
I09P1R2,1518536217453,0,1
I09P1R2,1518536217485,0,0
I02P2R4,1518536222787,2,2
I02P2R4,1518536222996,2,1
I02P2R4,1518536223424,2,0
I02P2R4,1518536223658,1,0
I02P2R4,1518536223759,2,0
I02P2R4,1518536224669,3,0
I02P2R4,1518536224834,4,0
I02P2R4,1518536224937,5,0
I02P2R4,1518536225001,6,0
I02P2R4,1518536225069,7,0
I02P2R4,1518536225548,6,0
I02P2R4,1518536225647,5,0
I02P2R4,1518536225698,4,0
I02P2R4,1518536225747,3,0
I02P2R4,1518536225779,2,0
I02P2R4,1518536225813,1,0
I02P2R4,1518536225863,0,0
I02P2R4,1518536225946,0,1
I02P2R4,1518536225998,0,2
I02P2R4,1518536226045,0,3
I02P2R4,1518536226130,0,4
I02P2R4,1518536226262,0,5
I02P2R4,1518536226444,0,6
I02P2R4,1518536226645,0,5
I02P2R4,1518536226726,0,4
I02P2R4,1518536226775,0,3
I02P2R4,1518536226825,0,2
I02P2R4,1518536226861,0,1
I02P2R4,1518536226892,0,0
I02P2R4,1518536228255,1,0
I02P2R4,1518536228403,2,0
I02P2R4,1518536228536,3,0
I02P2R4,1518536228768,4,0
I01P2R3,1518536234063,5,2
I01P2R3,1518536234693,4,2
I01P2R3,1518536234859,3,2
I01P2R3,1518536234972,2,2
I01P2R3,1518536235171,1,2
I01P2R3,1518536235205,2,2
I01P2R3,1518536235255,2,3
I01P2R3,1518536235753,2,2
I01P2R3,1518536235852,1,2
I01P2R3,1518536235870,1,1
I01P2R3,1518536235918,1,0
I01P2R3,1518536235987,0,0
I01P2R3,1518536237528,0,1
