Stimulus,Timestamp,x,y
I01P2R2,1518173909908,6,0
I01P2R2,1518173909988,7,0
I01P2R2,1518173910785,6,0
I01P2R2,1518173910917,6,1
I01P2R2,1518173911065,6,2
I01P2R2,1518173911296,6,3
I01P2R2,1518173911350,7,3
I01P2R2,1518173911512,8,3
I01P2R2,1518173911530,8,4
I01P2R2,1518173912443,8,3
I01P2R2,1518173912958,8,2
I01P2R2,1518173913138,8,1
I01P2R2,1518173914069,8,0
I01P2R2,1518173915966,7,0
I01P2R2,1518173916180,6,0
I01P2R2,1518173916658,5,0
I01P2R2,1518173917072,4,0
I01P2R2,1518173917137,3,0
I01P2R2,1518173917187,2,0
I01P2R2,1518173917237,1,0
I01P2R2,1518173917287,0,0
I01P2R2,1518173918963,0,1
I01P2R2,1518173918978,0,3
I01P2R2,1518173919013,0,5
I01P2R2,1518173919029,0,6
I01P2R2,1518173919062,0,7
I01P2R2,1518173919079,0,8
I01P2R2,1518173919131,1,8
I01P2R2,1518173919194,2,8
I01P2R2,1518173919244,3,8
I01P2R2,1518173919312,4,8
I01P2R2,1518173919394,5,8
I01P2R2,1518173919542,6,8
I01P2R2,1518173920274,5,8
I01P2R2,1518173920540,6,8
I01P2R2,1518173920671,5,8
I01P2R2,1518173921534,4,8
I01P2R2,1518173921552,4,7
I01P2R2,1518173921600,4,6
I01P2R2,1518173921651,4,5
I01P2R2,1518173921737,4,4
I01P2R2,1518173921783,5,3
I01P2R2,1518173921836,5,2
I01P2R2,1518173921916,5,1
I01P2R2,1518173922001,5,0
I01P2R2,1518173922186,6,0
I01P2R2,1518173922464,7,0
I01P2R2,1518173924423,6,0
I01P2R2,1518173924820,5,0
I01P2R2,1518173925025,4,0
I01P2R2,1518173925151,3,0
I01P2R2,1518173925400,2,0
I01P2R2,1518173925534,1,0
I01P2R2,1518173925983,2,0
I01P2R2,1518173926165,3,0
I01P2R2,1518173926247,4,0
I01P2R2,1518173926315,5,0
I01P2R2,1518173926413,6,0
I01P2R2,1518173926562,6,1
I01P2R2,1518173926634,6,2
I01P2R2,1518173926695,6,3
I01P2R2,1518173926943,7,3
I01P2R2,1518173926981,7,4
I01P2R2,1518173927839,8,4
I01P2R2,1518173927972,8,5
I01P2R2,1518173928154,8,6
I01P2R2,1518173928585,8,5
I01P2R2,1518173928817,8,4
I01P2R2,1518173928933,8,3
I01P2R2,1518173929033,8,2
I01P2R2,1518173929184,8,1
I01P2R2,1518173929333,8,0
I01P2R2,1518173930476,8,1
I01P2R2,1518173930525,8,2
I01P2R2,1518173930559,8,3
I01P2R2,1518173930593,8,4
I01P2R2,1518173930627,8,5
I01P2R2,1518173930675,8,6
I01P2R2,1518173930726,8,7
I01P2R2,1518173930793,8,8
I01P2R2,1518173931274,8,7
I01P2R2,1518173931339,8,6
I01P2R2,1518173931405,8,5
I01P2R2,1518173931456,8,4
I01P2R2,1518173931506,8,3
I01P2R2,1518173931573,8,2
I01P2R2,1518173931655,8,1
I01P2R2,1518173931722,8,0
I01P2R2,1518173932071,8,1
I01P2R2,1518173932135,8,2
I01P2R2,1518173932168,8,3
I01P2R2,1518173932235,8,4
I01P2R2,1518173932253,8,5
I01P2R2,1518173932302,8,6
I01P2R2,1518173932355,8,7
I01P2R2,1518173932401,8,8
I01P2R2,1518173933881,8,7
I01P2R2,1518173934010,8,6
I01P2R2,1518173934492,8,5
I01P2R2,1518173934792,8,4
I01P2R2,1518173934925,8,3
I01P2R2,1518173935038,8,2
I01P2R2,1518173935172,8,1
I01P2R2,1518173935355,7,1
I01P2R2,1518173935373,7,0
I01P2R2,1518173935458,6,0
I01P2R2,1518173935556,5,0
I01P2R2,1518173935619,4,0
I01P2R2,1518173935686,3,0
I01P2R2,1518173935771,2,0
I01P2R2,1518173935853,1,0
I01P2R2,1518173935935,0,0
I01P2R2,1518173937345,0,1
